blue_win,GoldDiff,MinionDiff,JgMinionDiff,LevelDiff,KillDiff,HeraldDiff,DragonDiff,TowersDiff
0,-3939,-29,-32,-0.6,0,-1,-2,-3
0,-1369,35,-46,-0.6,-2,0,-1,0
0,-5885,25,0,-0.8,-16,1,-2,-1
0,-2138,-15,11,-0.6,-4,1,1,1
1,2059,8,10,1,5,1,2,0
0,-8191,3,11,-0.6,-13,-1,-1,-3
1,11220,159,0,1.6,12,1,0,8
0,-8169,-73,-33,-0.8,-6,-1,-1,-3
1,2006,6,-2,0.4,3,-1,1,1
0,-1756,-62,11,0.2,1,-1,0,0
1,9957,-44,60,1.4,14,1,2,4
1,1957,-27,11,0,4,0,0,0
1,-2722,-26,-20,-0.4,0,-1,0,-1
1,595,-7,14,0,0,-1,-1,1
0,-3809,-30,-2,-1,-3,1,1,-1
1,3325,-4,-4,0.6,6,0,1,0
0,2335,33,-5,0.2,0,-1,-1,0
1,2595,18,24,0.6,6,-1,0,0
1,12015,49,12,1.4,17,0,1,4
0,-5041,-35,-4,-0.4,-2,-1,1,-3
1,-218,-37,24,-0.2,-1,0,1,0
1,-1006,15,-13,0,-2,1,0,1
0,-808,-5,-15,-0.2,-6,0,1,2
0,-4038,-17,2,-0.6,-5,1,0,-1
1,1167,26,-5,0.6,6,-1,0,0
0,-2286,-3,-6,-0.4,-3,-1,-1,0
0,-859,-27,-4,-0.2,1,1,0,0
0,-3800,-13,-18,-1,-6,0,0,0
0,-2964,-6,-11,-0.4,-5,1,-1,-1
1,74,43,-20,0,1,0,0,-1
0,-8656,-32,-17,-0.8,-10,-1,0,-3
0,-2892,-17,-3,0,-3,-1,2,-1
1,2799,-17,25,0.6,5,0,-1,0
1,-4036,-32,-2,-0.8,-7,-1,-1,-2
0,812,28,22,0,-4,-1,1,1
0,1280,-18,40,1.2,-1,-1,0,0
0,-5643,-30,-42,-0.6,-5,-1,0,-2
1,-52,-40,10,-0.2,0,0,-1,1
0,-204,-3,-17,-0.4,-2,1,-1,0
1,6014,48,-6,1,7,1,2,3
1,2546,-29,40,0.2,3,1,-1,0
1,2223,80,35,0.6,4,0,1,-1
0,-1843,14,25,0,-4,-1,-2,-1
1,3862,5,-3,-0.2,7,1,0,1
1,1802,-1,34,0.4,2,1,2,2
1,5843,-11,-3,0.4,5,1,0,3
0,-3404,-25,22,-0.4,-8,-1,0,0
0,-4599,-62,5,-0.4,-7,-1,1,-1
1,4932,42,26,0.2,6,1,-1,2
0,-6326,-57,15,-0.6,-11,-1,-2,-1
0,120,5,-39,-0.2,2,-1,-1,-1
0,-5133,21,-34,-0.4,-6,-1,-2,-2
0,-3528,-26,-32,-0.4,-3,-1,0,-1
0,-1374,-13,-12,-0.2,-2,1,0,1
0,-3000,-20,-6,0.2,-1,-1,0,-2
0,542,-47,8,-0.2,1,0,0,1
0,-11221,-37,-30,-1.4,-17,-1,-2,-3
1,-115,0,-8,0.4,3,-1,0,0
1,500,-18,-27,0,3,1,-1,0
0,-3071,-33,-4,-0.6,-3,0,-1,-1
1,2757,26,0,0,2,1,-1,1
0,1557,6,13,-0.2,1,-1,2,1
0,4367,47,18,0.6,4,-1,-2,0
1,10072,59,15,1.6,13,1,2,6
1,169,30,35,0.4,-4,-1,2,-1
1,6587,121,-8,1,12,0,2,1
0,-8633,-112,-30,-1.6,-12,-1,1,-2
0,1285,-10,12,0,-2,1,-2,1
1,-610,-53,5,0.4,2,1,2,0
0,-5109,-46,13,-0.8,-10,1,-1,-1
0,-66,36,-7,-0.6,-4,1,-2,0
1,2769,21,-42,-0.2,9,1,-1,2
1,2998,17,-24,0,4,1,1,1
0,-3338,-1,4,-0.6,-6,0,1,0
0,-1546,5,-24,0,2,-1,-1,-1
0,1673,15,-22,-0.2,6,-1,-2,0
1,-2042,-5,0,-0.6,1,-1,0,-1
0,-2723,-18,22,0.4,-4,-1,-1,-1
1,2388,57,24,0.6,-1,1,2,2
1,5732,23,-10,0.6,9,-1,1,2
0,90,-84,15,-0.2,1,1,2,1
1,5120,49,60,1.4,6,0,-1,1
0,-6511,-48,-15,-0.6,-8,-1,0,-1
1,2997,22,-25,0.6,8,1,2,1
1,2044,62,-31,0,2,1,-1,1
1,515,20,9,0.2,1,1,-1,0
0,-4407,-55,10,-0.4,-5,-1,-2,-2
1,7565,56,3,0.6,8,1,0,3
1,6186,46,18,0.8,6,0,-1,2
1,4532,26,20,0.6,5,1,0,2
1,4501,71,-6,0.6,7,0,-1,1
1,2389,6,9,0.4,4,0,-2,0
0,-8465,-59,7,-1.4,-12,-1,-1,-3
0,-6654,-69,-59,-1,-7,0,-1,-1
0,-3906,-15,-23,-0.6,-9,1,-2,0
0,-7639,-62,-49,-1,-8,0,-2,-2
1,-556,12,-5,0,1,1,1,1
0,-13572,-153,-45,-1.8,-10,-1,1,-5
0,-1086,-2,15,-0.2,1,-1,0,-2
1,-509,-10,-14,0,3,-1,2,-2
1,2346,22,11,0.4,7,0,1,0
1,-2374,0,8,-0.4,-3,1,1,0
1,-3345,-15,-24,-0.6,-10,-1,0,0
1,894,-7,-29,0.4,4,-1,1,1
0,-5205,-43,-37,-1,-5,-1,0,-3
0,-532,70,-6,0,-4,0,-2,-1
1,-2890,6,-10,-0.6,-6,-1,2,-1
0,328,14,8,0,0,-1,1,0
1,2594,27,12,0.4,3,0,2,1
1,7107,63,37,1.2,9,0,1,1
1,2582,31,-23,0.4,2,1,0,2
1,10875,76,-4,1,15,1,1,3
0,-7022,-82,4,-0.8,-12,0,0,-1
0,-4210,-12,-30,-0.8,-7,-1,-1,-1
0,2652,14,13,0.6,3,0,0,0
1,1378,33,-15,0,1,1,-1,0
1,4468,43,2,0,3,0,-1,1
0,-3655,-42,16,0.2,-4,-1,-2,0
0,-8839,-117,5,-0.8,-7,0,-1,-4
1,4135,5,25,0.6,9,-1,2,1
1,1123,19,23,0.2,0,1,-1,0
1,-3111,-14,-3,0.2,-1,-1,-2,-2
0,-3561,43,-46,-0.2,-5,-1,0,-2
0,-10221,-4,-20,-1.2,-15,1,0,-4
0,-4593,0,-7,0,-10,-1,0,-2
1,179,15,20,-0.2,-3,0,-2,0
0,-9551,-77,-8,-1.2,-13,1,-1,-3
0,-2435,-7,-5,-0.2,-5,-1,0,0
0,-200,29,-24,0.2,0,-1,1,0
1,7566,47,23,0.4,10,1,2,3
1,-1071,-60,-7,0,3,1,0,0
0,-5149,-39,1,-0.4,-3,0,0,-2
1,2102,90,2,0.6,1,-1,2,1
1,1413,13,-1,0.6,6,-1,0,0
1,-2197,-37,-23,-0.4,1,-1,-2,-1
1,1695,62,25,-0.4,-2,1,2,2
0,-2997,-46,-8,-0.4,-4,0,-2,0
1,2694,-8,-16,-0.2,4,1,-1,1
0,-8105,-72,-53,-0.6,-10,1,-1,-1
0,-8321,-90,-16,-1,-12,0,-2,-1
0,142,57,-19,0,-1,-1,-2,0
1,2357,5,11,0.2,1,1,-2,2
1,5181,63,27,0.4,6,1,0,2
0,-5766,-38,-13,-0.6,-9,0,-1,-2
0,2680,-20,-2,0.2,2,1,-2,1
0,-8628,-109,2,-1,-12,-1,-1,-2
0,-9315,-61,-44,-1.2,-13,-1,-2,-2
0,506,-9,3,-0.2,0,1,-1,1
0,-204,-31,1,-0.2,-2,1,-1,1
1,4134,2,6,1.2,7,0,2,2
1,364,44,23,0.6,-2,-1,-2,-1
1,3158,31,-19,0.2,3,0,-1,1
1,4721,-14,9,0.6,8,1,0,0
1,240,-6,-2,-0.2,1,1,1,1
1,8272,33,5,0.8,10,1,0,2
0,3372,47,1,0.4,2,0,0,1
1,7783,71,12,1,13,1,2,1
0,-7426,-70,0,-1,-12,-1,-2,-2
0,-11001,-92,25,-1,-9,-1,-1,-7
0,-3767,2,-4,0,-6,-1,-2,-1
1,9203,89,7,0.8,9,1,2,5
0,-2242,-25,-9,-0.2,0,0,0,-1
1,4017,41,26,1,9,-1,2,0
1,616,23,4,0,3,-1,1,-1
1,2806,89,-38,0.4,3,-1,-2,1
1,-1328,7,-11,-0.2,-1,-1,0,-1
0,-1718,39,-1,0.2,-3,1,-2,-1
0,-2414,-3,45,-0.2,-7,-1,-1,-1
0,-2055,-19,-9,-0.6,-5,1,-2,0
0,-5698,-18,-31,-0.2,-9,0,-2,-1
1,5578,17,17,1,10,0,-1,0
0,-4735,-42,-12,-0.2,-4,-1,-2,-2
1,6849,40,29,1.4,13,-1,2,1
1,5598,-9,-24,0,12,1,1,1
1,2320,13,-16,0.2,4,-1,0,1
0,-6722,-63,-7,-0.4,-9,-1,-2,-3
0,-1741,-71,-3,-0.4,-1,-1,-1,-1
1,2355,31,6,0,1,1,-1,1
0,-4773,-50,-24,-0.2,-2,-1,0,-3
0,-104,6,-7,0,-3,-1,0,1
0,-3419,-27,10,-0.2,-5,-1,1,-1
1,1049,41,4,-0.2,2,0,2,0
0,3284,73,8,0.6,5,1,-1,0
0,559,0,10,-0.4,-3,-1,0,0
0,615,70,-38,0,1,-1,-2,0
1,-263,-74,4,0.4,2,0,1,0
1,1904,39,-13,0,2,-1,0,1
1,6664,94,26,0.8,12,1,1,1
0,-3341,42,-21,-0.8,-6,-1,0,-1
0,-2998,-20,-16,-0.4,-5,0,-1,0
1,7810,14,48,1.2,10,1,1,1
1,-1259,-9,-44,0.2,2,1,1,0
1,2803,-15,4,0.8,8,-1,1,0
0,6112,39,50,0.8,6,1,-1,1
1,2059,-15,29,0.4,5,1,1,0
0,-4580,-66,-40,-0.6,-2,-1,-1,-1
1,-212,21,-28,0.2,0,-1,-2,-1
1,3316,-7,-3,0,7,0,2,1
0,-5730,37,-45,-0.8,-7,-1,1,-1
1,78,32,-25,0,0,1,0,2
0,-1946,-44,20,-0.4,-4,1,0,1
1,6536,-29,49,0.8,8,1,2,3
1,6187,38,-20,0.4,5,1,0,2
0,-11827,-38,-21,-1.4,-19,-1,1,-4
0,1966,17,-4,-0.2,-3,1,-2,2
0,-8054,-36,-26,-1,-15,-1,-2,-2
0,-760,17,3,-0.2,-3,-1,1,0
0,776,-15,-28,0.2,-1,1,-2,1
0,866,-11,-17,-0.2,3,1,-2,0
0,45,45,-15,0,0,-1,1,0
0,16,-22,-40,0,1,1,-2,-1
0,-3285,-28,-47,-0.8,-6,-1,0,-1
0,-2070,-51,10,0,-1,1,0,-2
0,5025,69,9,0.4,8,-1,-1,1
1,5316,38,-28,0.8,11,-1,2,1
0,1781,-7,-14,-0.4,0,1,-1,1
1,-272,-46,11,-0.4,4,0,1,-1
0,1503,1,14,0.4,2,-1,1,0
1,3204,55,-18,0.8,6,1,-2,1
1,-1705,-15,-27,-0.4,-1,-1,1,-1
0,269,8,8,0.4,0,-1,2,0
1,4138,-4,14,0.6,11,-1,2,0
1,6815,8,13,0.4,8,1,0,2
0,-5143,-13,-31,-0.4,-6,-1,1,-1
0,-1414,0,20,0.2,-5,-1,1,0
1,3558,20,-4,0.2,8,-1,1,1
0,-12876,-160,-35,-2,-11,-1,-2,-7
1,1100,-1,20,0.2,6,0,1,-1
0,-4320,-14,7,-1.2,-5,0,1,-1
0,-7019,-97,-11,-1,-10,1,-2,0
1,7672,57,-9,1,11,-1,0,2
1,1092,-16,45,0.2,-2,1,2,1
1,3139,28,13,0.4,2,1,2,1
0,-2339,-51,6,0,0,0,1,-1
1,7152,35,49,1.4,2,0,2,2
1,7606,58,23,0.6,8,1,-1,1
1,-2794,-34,-17,-0.6,-4,0,1,-1
0,297,44,-28,-0.2,0,-1,-2,0
0,1222,-17,28,-0.2,0,1,0,1
1,2480,54,-11,0.2,6,0,1,1
1,7201,60,2,0.4,10,1,2,3
0,-16482,-196,-29,-3,-17,-1,-1,-6
0,-1390,-49,-1,-0.4,-2,-1,-2,0
1,5311,-33,41,1.2,9,1,1,1
1,2982,-31,-18,0.8,13,0,1,-1
1,8970,7,34,0.8,13,1,2,3
1,1664,6,7,0.2,2,-1,0,0
0,-1658,-30,-1,0,0,0,-1,-1
0,-1249,-6,-16,-0.4,-2,0,1,0
1,12096,95,53,1.6,11,1,1,5
1,2541,7,-5,0.2,6,1,1,1
0,-2452,-50,40,-0.2,-2,-1,0,0
0,-1974,-27,-13,-0.6,-4,1,-2,0
1,934,3,-5,0.2,-1,1,0,1
1,9282,84,-5,0.6,10,0,2,4
0,-3520,-64,-41,-0.4,0,-1,-2,-2
1,-1113,8,-2,0.2,-1,1,-2,-1
0,-1649,-22,34,-0.2,-2,-1,-2,-2
0,6551,37,23,1.2,10,1,0,2
1,1113,-12,-16,-0.4,-1,1,-2,1
0,5872,23,29,0.6,6,-1,1,2
1,3134,-3,6,1.2,6,1,2,2
1,-4194,20,20,-0.4,-7,-1,1,-2
0,-1971,-55,37,-0.2,-1,-1,1,-1
0,1264,37,-1,-0.4,-4,0,-2,1
1,381,-26,17,0.2,3,-1,1,0
1,5186,140,-37,0.6,5,0,0,2
1,-690,-35,-40,0,0,1,-2,1
1,2993,-2,13,0.4,3,1,1,1
0,1403,-36,29,0.4,6,-1,-1,-1
1,-801,-26,-13,0.4,1,1,0,0
1,4080,36,10,0.6,3,1,0,2
0,-13081,-108,-20,-1.8,-15,-1,-2,-4
1,-216,-31,-9,0,1,1,0,0
1,1425,16,22,0.4,5,-1,0,-2
0,1319,36,-18,0,-2,1,-2,1
1,3989,12,3,0.6,4,1,1,2
0,-5013,-73,-4,-0.6,-4,0,-1,-2
1,4754,28,9,0.4,5,1,0,0
1,-1836,-21,-7,0.4,-1,-1,1,-1
1,-49,10,-5,-0.2,0,-1,-1,0
1,2243,60,-2,0.2,-1,1,0,2
1,1397,6,-22,0,4,1,-2,2
0,-846,28,-34,-0.4,-2,0,-2,1
1,-2502,6,-11,-0.4,-5,1,0,0
0,-9354,-41,-42,-1.2,-13,-1,-2,-3
1,9856,76,36,1.4,8,1,1,4
1,-3886,3,-50,-1,-10,1,-1,1
0,735,11,-1,0.2,2,-1,-2,0
0,-3722,34,-14,0,-5,-1,-1,-2
0,-8009,-48,-41,-1.2,-13,1,-2,-3
0,-5965,-38,-21,-1,-5,-1,-2,-2
0,-7938,-31,-79,-0.8,-8,-1,-2,-2
0,1510,-2,-18,-0.2,1,1,-2,3
1,6739,14,20,1,7,1,2,2
0,-4670,-43,12,-0.6,-2,-1,0,-2
1,-2238,0,-13,0,-9,-1,0,2
1,7909,69,9,0.6,9,0,2,2
1,3168,12,20,0,7,0,1,1
1,4496,41,-8,0.2,2,1,0,3
0,-2930,-34,22,0.4,-9,0,-2,0
1,3774,50,8,0.6,3,0,-1,1
1,647,-36,12,0.4,2,-1,2,0
0,2225,31,-25,-0.2,2,1,2,3
1,-3544,2,4,-0.4,-6,-1,-1,0
0,-7439,-51,-8,-0.8,-11,1,-1,-2
0,-4964,-3,3,-0.4,-8,-1,1,-2
0,-4452,-73,-1,-0.4,-3,-1,1,-1
1,6555,43,-10,1,8,1,1,2
0,-528,-80,15,-0.2,0,1,-1,1
0,3244,29,0,0.2,2,0,-1,1
0,-9731,-95,-8,-1.4,-15,-1,2,-4
1,13972,112,41,1.6,16,1,2,7
1,1659,40,5,0,2,0,2,0
1,2977,-5,25,0,3,0,1,1
0,-4457,-42,-45,0,2,-1,-1,-3
1,903,27,-11,-0.2,-1,-1,0,1
0,3039,9,-16,0.2,5,1,-2,0
1,885,69,14,0.2,-7,0,1,1
0,-10582,-18,-12,-1.2,-13,-1,0,-4
0,4579,49,-7,0.2,2,1,-1,2
0,-4128,-4,-39,-0.6,-2,-1,-1,-2
1,-4185,-9,9,-0.2,-5,-1,1,-1
0,-7428,-19,-53,-0.6,-8,-1,-1,-3
0,-4244,8,-21,-0.8,-8,-1,0,-1
0,-12058,-98,-25,-1.4,-14,-1,0,-4
0,-2703,-6,-18,-0.2,-2,-1,-2,-2
0,-3276,28,5,-0.2,-5,-1,1,0
1,9152,85,37,1.8,12,1,0,2
0,-4935,-47,-2,-0.2,-2,-1,-1,-3
0,-2575,11,-43,-0.4,-7,1,-1,0
0,2636,34,56,-0.2,-2,1,2,3
0,-12040,-163,-53,-2.4,-9,-1,-1,-9
0,-5456,-52,-22,-1.2,-6,1,-1,0
0,-11179,20,-64,-1.4,-17,-1,-2,-4
0,2225,64,-24,0,2,-1,0,0
1,116,-33,25,0.2,4,0,2,0
0,-4960,-34,-27,-0.8,-6,1,-1,-1
0,-1726,-29,-59,-0.4,-3,1,-1,0
0,794,-37,22,0.2,1,1,-1,0
1,4983,42,17,0.6,5,1,1,3
0,1146,28,-32,0.2,3,-1,-2,1
0,-3997,-76,-8,-0.4,-5,1,0,-2
0,-3115,-34,-8,-0.8,-6,1,-1,0
1,4447,30,-20,1,8,-1,0,1
0,-1697,-78,-21,-0.2,1,1,0,0
1,3020,3,16,0,-1,1,2,2
0,-8224,-85,-4,-0.8,-10,0,-2,-2
1,2912,52,-17,1,5,-1,2,-1
0,-6699,-79,-12,-1.2,-5,0,1,-3
0,-6361,-49,-33,-1,-1,-1,0,-6
1,-132,-2,2,-0.2,0,1,1,0
1,6320,105,12,0.6,6,1,-2,1
0,-7185,-46,9,-1,-10,-1,-1,-1
0,706,-11,7,-0.4,2,0,0,1
0,-561,-33,-8,-0.2,4,-1,2,-1
1,182,-31,-28,-0.4,0,1,0,1
0,-1138,-58,0,-0.2,2,1,2,1
1,-50,1,7,-0.2,1,0,0,0
1,3562,-2,53,0.6,2,1,2,0
1,2680,63,5,0.4,2,1,0,0
1,-2554,-39,-30,0,5,-1,0,-2
0,-55,55,-26,-0.2,-2,-1,2,1
1,1025,24,-11,0.2,1,0,-1,1
1,3120,80,21,0,5,0,0,0
1,7526,28,43,1,6,1,0,2
0,2277,-18,-10,-0.2,5,1,0,1
0,1978,41,4,-0.2,-1,-1,-1,1
0,-2612,39,-21,-0.2,-4,-1,1,-1
0,-221,15,-30,-0.2,-1,0,0,0
1,489,-65,38,0,5,-1,1,-1
1,3398,18,-17,0.8,8,-1,0,0
0,-725,-35,-9,0,-1,0,-2,0
1,499,-7,30,0.6,2,-1,2,0
1,-2892,-40,6,-0.8,-8,1,-2,0
0,-2968,49,7,-0.4,-8,-1,-2,0
1,-1515,3,-21,-0.4,0,-1,2,-1
1,1195,30,12,0.4,3,-1,-1,0
0,-180,-70,21,-0.2,-1,1,-1,1
1,3666,-12,19,0.4,5,1,1,2
1,-5465,-72,-44,-1,-1,-1,0,-3
0,-1577,2,-74,-0.2,1,-1,-1,0
1,8361,61,13,1.2,10,0,0,3
0,320,11,-13,-0.2,3,1,0,0
1,6037,104,0,0.8,6,-1,2,3
0,-5543,-37,-5,-0.6,-5,0,-2,-2
0,-12145,-106,6,-1.4,-16,1,0,-4
1,2534,-33,4,0.2,5,0,-2,1
0,-1770,-69,-5,-0.4,-3,0,-2,0
0,-3314,-11,-5,-0.2,-5,-1,-1,-1
1,14527,85,79,1.8,14,1,2,7
1,5420,40,-19,1,12,-1,2,0
0,-4575,-35,2,-0.8,-6,-1,-2,-1
0,-12228,-104,10,-1.4,-17,1,-1,-5
1,7498,29,12,0.2,8,1,2,2
1,504,3,2,0,0,0,0,0
1,7601,86,35,1.8,12,1,1,2
1,616,-3,35,0,1,1,0,0
1,5666,35,35,0.8,7,1,-2,1
0,-10532,-94,-49,-1.4,-12,-1,1,-2
1,-1348,-24,10,0.4,-5,-1,0,0
0,1364,-4,8,0,4,-1,-2,0
0,-6119,-28,-31,-0.6,-6,-1,-2,-3
1,2029,37,-31,0,5,-1,1,-1
1,6488,58,8,1,11,1,0,3
0,-4216,-90,-18,-1,-5,1,2,-1
0,1648,42,35,0.2,-1,-1,-1,0
1,7456,72,-4,1.4,13,1,2,2
1,9698,93,50,1,9,0,1,3
1,8155,7,22,0.8,8,1,2,6
1,-2614,-18,-16,-0.8,-4,-1,0,0
0,-6094,-45,6,-0.6,-10,-1,0,-2
0,-1170,33,11,0,0,-1,1,-2
1,-1159,17,-20,-0.2,1,-1,0,-1
0,-4794,49,-30,-0.6,-10,0,0,0
1,1685,65,29,1.2,1,-1,1,0
1,4117,14,6,0.6,8,-1,1,1
0,-9423,-54,-5,-0.6,-13,-1,-1,-3
1,1677,-14,17,0,-1,-1,2,0
1,2683,43,32,0.2,1,1,-2,0
1,-1543,-44,0,-0.4,-1,1,0,0
1,7959,61,29,1,9,1,1,3
1,14511,83,45,2,19,1,2,6
0,2300,-16,-4,0.2,5,0,-1,0
1,759,39,16,-0.4,2,-1,2,1
0,-697,-28,-27,-0.2,3,-1,1,-1
1,-307,-9,0,0,3,-1,2,-1
1,6865,40,15,0.8,7,1,0,2
0,2563,-34,28,0,1,1,2,1
0,-6932,12,-25,-1,-10,-1,0,-2
0,-9326,-79,13,-1,-17,1,-1,-3
0,-2589,-22,-40,-0.6,-3,-1,0,0
1,2267,68,32,0,-1,-1,1,1
0,863,-29,3,-0.2,-1,1,-1,1
1,1983,28,21,0.2,3,0,-2,-1
0,130,31,-2,-0.4,-4,1,1,1
1,-2952,22,-38,-0.6,-7,-1,0,0
1,-2036,-12,-1,-0.6,-3,0,1,-1
0,2830,49,24,0.2,2,1,0,2
0,-8201,-76,-38,-0.8,-5,-1,0,-3
0,1916,63,26,0,-4,1,-2,1
0,-5883,-67,27,-0.8,-8,1,-2,-1
1,-2401,11,34,0.2,-8,-1,-1,-1
0,-7325,-89,-27,-1,-6,0,1,-1
0,1638,15,-5,0.4,4,1,2,0
1,5502,29,14,0.2,7,1,-1,1
0,-3670,-16,-2,-1.2,-10,-1,1,0
0,-12995,-86,-7,-1.4,-16,1,0,-4
0,-4497,-32,27,-0.2,-6,-1,0,-2
1,-408,12,-6,0.2,2,-1,2,-1
1,2640,42,19,0.6,5,-1,0,0
0,-2717,-91,16,-0.2,-3,1,1,0
0,-8707,-30,4,0,-11,-1,0,-5
0,-4234,-62,-2,-1,-6,-1,-1,-2
0,-4859,-39,-34,-0.6,-2,-1,-2,-3
1,-179,14,11,0,-3,1,-2,1
1,1929,59,-1,0,0,1,-1,1
1,-6151,-46,-51,-0.8,-3,0,-1,-2
1,2942,21,17,0,3,0,-1,1
1,1165,-26,8,-0.2,0,1,0,1
0,-8736,-69,-24,-0.8,-10,-1,-2,-3
1,8740,21,25,1,14,1,1,2
1,5198,-26,31,0.8,8,-1,0,1
0,-7132,-17,-10,-0.6,-9,-1,0,-1
0,-4105,-74,-4,-0.8,-5,1,0,-1
1,1828,-35,48,0.6,6,0,1,-1
1,5566,106,-11,0.8,4,0,-1,2
1,3333,-4,17,0.4,3,0,0,1
1,9208,63,23,0.6,12,-1,2,3
0,-5172,-18,-38,-0.8,-4,0,-1,-1
0,2228,34,-32,0,7,0,0,0
0,-857,3,-1,-0.4,0,-1,-2,-1
1,14512,145,21,2.2,12,-1,2,10
0,-4285,-41,-53,-1.2,-5,1,-2,0
1,-7045,-53,-17,-0.2,-4,-1,0,-4
1,5675,29,19,0.2,4,1,0,2
1,3717,79,2,0.6,4,1,-1,3
1,1177,72,-7,0.2,-4,1,-1,0
1,10362,112,-3,1.4,10,-1,0,4
1,-496,4,24,-0.2,-3,0,0,0
1,-2276,42,-4,-0.4,-2,-1,1,-1
1,1608,8,-5,-0.2,3,-1,0,0
1,-6522,-6,-26,-0.4,-6,-1,-1,-3
1,-490,48,-37,0,-4,-1,2,1
1,-6516,-66,-32,-0.4,-5,-1,-2,-2
0,-4465,-38,-22,0,-4,-1,-2,-1
1,3585,27,7,0,3,-1,-1,2
1,3874,46,-14,-0.2,5,1,0,2
0,-4990,-44,-23,-0.4,-2,-1,-2,-2
1,1346,17,-22,0,2,-1,2,1
0,-6629,-7,-37,-0.4,-9,-1,-2,-2
0,5442,51,-4,0.6,4,1,-2,2
1,7090,67,20,0.6,10,1,2,4
0,-4530,0,-1,-0.8,-8,0,-2,0
0,-5633,-56,1,-0.4,-7,-1,-1,-2
1,2116,13,-31,0,3,1,-2,1
1,-554,52,18,0.4,1,-1,0,-1
0,-4277,-43,-34,-0.6,-3,-1,-2,-1
1,5176,62,-6,1,8,-1,1,2
0,-6653,-33,-38,-1,-6,-1,-2,-2
1,9188,27,32,1.4,12,1,-1,3
0,-1342,-38,7,-0.8,-1,1,1,1
0,-2871,-50,-17,-0.8,-3,0,-2,-1
0,-1075,-57,-10,0.6,3,-1,2,-2
0,-5873,-38,-6,-0.2,-7,-1,-1,-2
1,1852,36,-11,0.2,-1,1,-2,1
1,1176,-41,12,0.4,3,1,0,0
1,933,-57,45,0,1,1,1,-1
0,-4353,-42,-18,-0.2,-8,1,-2,1
1,-543,-53,-16,0.4,2,-1,-1,0
1,2382,9,9,0.4,2,-1,0,1
0,-5840,-29,4,-0.8,-9,1,-1,-2
1,216,4,-11,-0.2,0,1,1,0
1,1838,11,-31,0,-1,1,-2,3
1,5932,64,11,1,8,1,2,2
0,-3606,32,-17,-0.4,-5,1,0,-1
0,2249,-7,15,0.2,6,-1,0,0
0,-6488,-39,-27,-0.6,-5,-1,-1,-2
1,3085,31,-3,0.8,5,-1,0,1
1,10684,112,15,0.8,13,1,1,4
0,-4526,-4,-27,-0.4,-3,-1,-2,-2
0,-3615,-51,32,-0.2,-4,-1,-1,-1
0,2830,1,22,0.4,3,1,0,1
0,-7963,-49,-24,-1.2,-12,-1,-2,-2
1,4115,-37,53,0.6,2,1,0,2
0,-11771,-102,-51,-2,-21,0,0,-2
1,1599,44,-3,0.4,2,0,-1,1
1,7050,65,108,1.4,8,1,2,1
1,5741,76,63,1.8,7,0,2,0
1,7533,71,0,0.6,10,1,0,2
1,5221,28,32,0.6,5,1,2,1
1,556,56,-18,0.2,0,-1,0,0
1,8768,86,24,1,11,1,0,2
1,-1648,3,-9,-0.2,-3,0,0,-1
1,3626,28,-18,0.4,2,1,2,1
1,-202,45,7,0.4,-2,1,-1,0
1,23,-5,-4,0.4,2,1,0,0
0,2139,56,11,-0.2,-1,1,2,1
1,1246,-20,34,0.4,3,0,-1,0
0,-1983,-8,0,-0.6,-6,1,0,-1
1,2777,-26,-2,0.6,8,0,2,0
1,-264,-10,-2,0.2,4,1,2,0
0,3922,38,31,0.8,6,-1,2,1
1,5083,43,11,0.8,5,1,2,2
0,2644,15,16,0.4,2,1,2,1
0,876,-1,15,0,0,-1,1,1
0,-9575,-40,-52,-1.2,-13,0,1,-1
1,-1212,0,2,-0.4,-4,-1,2,-1
0,-3158,-10,-20,0,-5,-1,-2,-1
1,4171,57,39,0.6,3,1,0,1
1,-931,16,-5,-0.2,-3,1,-2,0
0,-4656,-16,-25,-0.6,-11,1,-2,-1
1,-545,-23,-26,0.4,-2,1,-2,1
1,249,-26,-26,-0.4,2,1,0,-1
0,-8050,-72,-6,-0.6,-11,-1,-1,-2
0,-5441,-83,-36,-1,-3,-1,-1,-2
1,3688,34,3,0,5,1,1,1
0,-5989,-57,-9,-1.2,-12,1,-2,-2
0,-1896,-51,-4,-0.4,-2,1,-1,1
0,-4222,-37,-32,-0.6,-4,-1,1,-1
1,3940,25,15,0.6,4,0,2,1
1,9584,42,10,1,11,1,-2,3
0,-19,24,7,0,-4,-1,-2,0
0,-448,3,15,0.2,-4,1,-2,0
0,-2870,-17,-30,-0.6,-2,0,-2,-1
1,5564,25,51,0.8,5,1,1,2
1,7412,79,1,1.6,9,1,1,2
0,-7292,-54,-16,-0.8,-8,0,-2,-4
1,2439,-17,1,0.6,6,1,2,0
0,-276,2,-29,-0.2,2,0,2,0
1,8931,62,14,1,15,1,2,2
1,1543,-25,28,0.2,1,0,-1,0
1,4525,37,12,0.6,5,1,0,1
0,-4395,13,43,-0.4,-8,-1,-2,-1
0,-6984,-83,-25,-0.8,-8,-1,0,-3
1,7914,9,4,0.6,9,1,2,2
0,-8,-17,-6,-0.2,1,1,2,1
1,3223,16,5,1.2,7,-1,1,0
0,-191,-18,-28,-0.4,1,1,-2,0
1,-914,-36,-6,0,4,1,-1,0
